X,Y,Name,description,altitudeMode,X_ADDR,ADDRESSPOSTALCODE,ADDRESSTYPE,DESCRIPTION2,HYPERLINK,ADDRESSBUILDINGNAME,FMEL_UPD_D,ADDRESSFLOORNUMBER,ADDRESSSTREETNAME,LANDYADDRESSPOINT,INC_CRC,SHAPE,Y_ADDR,NAME2,ADDRESSUNITNUMBER,LANDXADDRESSPOINT,Field_1,ADDRESSBLOCKHOUSENUMBER,PHOTOURL,Type
103.8573099,1.301253936,Raffles Hospital,"Raffles Hospital, officially opened on 16 March 2002, is the second largest private general hospital in Singapore.",clampToGround,30670.0199,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_338_2004-12-27.html"">http://infopedia.nl.sg/articles/SIP_338_2004-12-27.html</a>",,4/17/2013 12:25:55 PM,,,31511.58,7A48CDE9F46E23A1,Point,31511.58,,,30670.02,Raffles Hospital,,,hospital
103.81947,1.448127916,Sembawang Public Library,The Sembawang Public Library is the seventh rental library located in a shopping mall and the 17th Public Library of the National Library Board.,clampToGround,26458.87,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_260_2005-01-03.html"">http://infopedia.nl.sg/articles/SIP_260_2005-01-03.html</a>",,4/17/2013 12:25:55 PM,,,47752.15,5A0F010001C84AC8,Point,47752.15,,,26458.87,Sembawang Public Library,,,library
103.8209859,1.252479991,Blakang Mati Artillery Barrack,"Blakang Mati Artillery Barracks was named after its location on Pulau Blakang Mati. It was used by the British and later, by the Singapore Armed Forces Artillery Unit till 1972",clampToGround,26627.46,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_1598_2009-10-31.html"">http://infopedia.nl.sg/articles/SIP_1598_2009-10-31.html</a>",,4/17/2013 12:25:55 PM,,,26118.4,C0CA7DE1523ECD1C,Point,26118.4,,,26627.46,Blakang Mati Artillery Barrack,,,historic landmark
103.8009099,1.28672893,British Military Hospital,"Officially named British Military Hospital, Singapore, it came to be commonly called Alexandra Military Hospital",clampToGround,24393.19,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_568_2005-01-24.html"">http://infopedia.nl.sg/articles/SIP_568_2005-01-24.html</a>",,4/17/2013 12:25:55 PM,,,29905.49,9F893E8CD7900019,Point,29905.49,,,24393.19,British Military Hospital,,,hospital
103.8394183,1.300443461,Glutton's Square,Glutton's Square was one of the most popular street dining areas in Singapore in the 1970s.,clampToGround,28678.8399,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_470_2005-01-18.html"">http://infopedia.nl.sg/articles/SIP_470_2005-01-18.html</a>",,4/22/2013 3:41:48 PM,,,31421.95,E22F43067BDA7EC8,Point,31421.9499,,,28678.84,Glutton's Square,,,food
103.842349,1.288953678,Magazine Road,Magazine Road connects Havelock Road and Merchant Road.,clampToGround,29005.0099,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_345_2004-12-27.html"">http://infopedia.nl.sg/articles/SIP_345_2004-12-27.html</a>",,4/22/2013 3:41:48 PM,,,30151.47,D44B4411370FF1F5,Point,30151.47,,,29005.01,Magazine Road,,,district
103.8814773,1.29645503,Singapore Swimming Club,"The Singapore Swimming Club, established in 1894 at Tanjong Rhu, by a group of Europeans.",clampToGround,33359.6399,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_164_2004-12-30.html"">http://infopedia.nl.sg/articles/SIP_164_2004-12-30.html</a>",,4/22/2013 3:41:48 PM,,,30980.98,DBE6202E4728C169,Point,30980.98,,,33359.64,Singapore Swimming Club,,,swimming
103.8463213,1.286706314,Speakers' Corner,The Speakers' Corner was established on 1 September 2000 at Hong Lim Park.,clampToGround,29447.0899,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_515_2005-01-25.html"">http://infopedia.nl.sg/articles/SIP_515_2005-01-25.html</a>",,4/22/2013 3:41:48 PM,,,29902.97,8E385C69B6A8078A,Point,29902.97,,,29447.09,Speakers' Corner,,,park
103.8913287,1.297091676,Meyer Road,Fort Road runs between Meyer Road and the East Coast Parkway.,clampToGround,34456.0099,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_616_2005-01-24.html"">http://infopedia.nl.sg/articles/SIP_616_2005-01-24.html</a>",,4/22/2013 3:41:48 PM,,,31051.4,8A38BE2F78F5EBF7,Point,31051.4,,,34456.01,Meyer Road,,,district
103.8407717,1.292097798,Mohamed Sultan Road,Mohamed Sultan Road stretches from the junction of Saiboo Street and Martin Road to River Valley Road.,clampToGround,28829.4699,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_285_2004-12-27.html"">http://infopedia.nl.sg/articles/SIP_285_2004-12-27.html</a>",,4/22/2013 3:41:48 PM,,,30499.13,0874D6D0A48089D8,Point,30499.13,,,28829.47,Mohamed Sultan Road,,,district
103.8537301,1.290157955,Cenotaph,Is a war memorial which commemorates the sacrifice of the men who perished during World War I and World War II.,clampToGround,30271.6299,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_10_2004-12-17.html"">http://infopedia.nl.sg/articles/SIP_10_2004-12-17.html</a>",,4/22/2013 3:41:48 PM,,,30284.64,30696E122296C57F,Point,30284.64,,,30271.63,Cenotaph,,,historic landmark
103.8513423,1.287468482,Empress Place building,The Empress Place Building is one of the architectural treasures in the Empress Place civic area overlooking the Singapore River.,clampToGround,30005.8899,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_1132_2006-04-05.html"">http://infopedia.nl.sg/articles/SIP_1132_2006-04-05.html</a>",,4/22/2013 3:41:48 PM,,,29987.25,83D17572630C6ABD,Point,29987.25,,,30005.89,Empress Place building,,,historic building
103.8491755,1.292023511,Hill Street Fire Station,"The Central Fire Station, also known as the Hill Street Fire Station, is Singapore?s oldest surviving fire station.",clampToGround,29764.74,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_857_2004-12-15.html"">http://infopedia.nl.sg/articles/SIP_857_2004-12-15.html</a>",,4/22/2013 3:41:48 PM,,,30490.92,2FEDC7EEDF9C2303,Point,30490.9199,,,29764.74,Hill Street Fire Station,,,fire station
103.8735254,1.308642568,Kallang Airport,"Kallang Airport, Singapore's first civil airport, was completed at a cost of S$8 million and opened on 12 June 1937.",clampToGround,32474.6399,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_6_2005-01-24.html"">http://infopedia.nl.sg/articles/SIP_6_2005-01-24.html</a>",,4/22/2013 3:41:48 PM,,,32328.6,40E6FCE10E8A4FC2,Point,32328.5999,,,32474.64,Kallang Airport,,,airport
103.7828706,1.294640649,National University Hospital (NUH),"National University Hospital, established in 1985, is Singapore's only university hospital.",clampToGround,22385.58,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_381_2005-01-03.html"">http://infopedia.nl.sg/articles/SIP_381_2005-01-03.html</a>",,4/22/2013 3:41:48 PM,,,30780.36,FC6E7A7128394C1B,Point,30780.3599,,,22385.58,National University Hospital (NUH),,,hospital
103.7759487,1.29801586,National University of Singapore,The National University of Singapore (NUS) was inaugurated on 8 August 1980 with the merger of the Nanyang University (1956) and the University of Singapore (1962).,clampToGround,21615.24,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_50_2005-01-17.html"">http://infopedia.nl.sg/articles/SIP_50_2005-01-17.html</a>",,4/22/2013 3:41:48 PM,,,31153.59,9FCE1C31219230CA,Point,31153.5899,,,21615.24,National University of Singapore,,,hospital
103.8471609,1.281012428,Amoy Street,Amoy Street begins at the junction of McCallum Street and Telok Ayer Street and ends at Pekin Street.,clampToGround,29540.54,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_347_2004-12-24.html"">http://infopedia.nl.sg/articles/SIP_347_2004-12-24.html</a>",,4/17/2013 3:53:48 PM,,,29273.37,6812E16A646A1E3C,Point,29273.3699,,,29540.54,Amoy Street,,,shopping
103.8461289,1.298544993,Amber Mansions,"Was built in the 1920s and was owned by Joseph Elias, a prominent Jewish businessman",clampToGround,29425.6799,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_587_2005-01-25.html"">http://infopedia.nl.sg/articles/SIP_587_2005-01-25.html</a>",,4/17/2013 12:25:55 PM,,,31212.03,8977BC31BFB920FC,Point,31212.0299,,,29425.68,Amber Mansions,,,house
103.900461,1.300247951,Amber Road,"Amber Road, an L-shaped road, connects the junction of Haig Road and Mountbatten Road to Tanjong Katong Road.",clampToGround,35472.3499,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_332_2004-12-17.html"">http://infopedia.nl.sg/articles/SIP_332_2004-12-17.html</a>",,4/17/2013 12:25:55 PM,,,31400.43,624739370A401DCD,Point,31400.4299,,,35472.35,Amber Road,,,district
103.8487229,1.295565911,Central Public Library (Stamford Road),"The Central Public Library (CTCL) was located in the National Library Building at 91 Stamford Road, Singapore 178896, between 1960 to 2004.",clampToGround,29714.37,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_675_2004-12-31.html"">http://infopedia.nl.sg/articles/SIP_675_2004-12-31.html</a>",,4/17/2013 12:25:55 PM,,,30882.62,EED188373B2E2DE9,Point,30882.6199,,,29714.37,Central Public Library (Stamford Road),,,library
103.9004559,1.308778999,Ceylon Road,"Ceylon Road, in Katong, connects East Coast Road and Crane Road.",clampToGround,35471.7599,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_312_2004-12-15.html"">http://infopedia.nl.sg/articles/SIP_312_2004-12-15.html</a>",,4/17/2013 12:25:55 PM,,,32343.75,F5F0BB0DFE16A084,Point,32343.75,,,35471.76,Ceylon Road,,,district
103.749098,1.350762927,Bukit Batok,"Bukit Batok, is an estate located in the west of Singapore.",clampToGround,18627.19,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_244_2005-01-26.html"">http://infopedia.nl.sg/articles/SIP_244_2005-01-26.html</a>",,4/17/2013 12:25:55 PM,,,36986.18,A08E23FFBA7E14C9,Point,36986.1799,,,18627.19,Bukit Batok,,,district
103.8492259,1.280779995,Boon Tat Street,Boon Tat Street is a one-way street located in the Central Business District (CBD).,clampToGround,29770.36,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_296_2005-01-11.html"">http://infopedia.nl.sg/articles/SIP_296_2005-01-11.html</a>",,4/17/2013 12:25:55 PM,,,29247.67,F74843557E07F290,Point,29247.6699,,,29770.36,Boon Tat Street,,,shopping
103.83727,1.286205959,Outram Secondary School,"Outram Road School, now known as Outram Secondary School, was officially opened on 26 February 1906 by the Governor of Singapore, Sir John Anderson.",clampToGround,28439.7599,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_583_2005-01-24.html"">http://infopedia.nl.sg/articles/SIP_583_2005-01-24.html</a>",,4/17/2013 12:25:55 PM,,,29847.64,55F4A2FF6037987B,Point,29847.64,,,28439.76,Outram Secondary School,,,school
103.9445248,1.356312,Tampines Regional Library,Tampines Regional Library was the first regional library to be built.,clampToGround,40375.979,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_258_2004-12-31.html"">http://infopedia.nl.sg/articles/SIP_258_2004-12-31.html</a>",,4/17/2013 12:25:55 PM,,,37599.89,A8ED6DE12A592ED7,Point,37599.89,,,40375.979,Tampines Regional Library,,,library
103.9070829,1.30718894,Chin Mee Chin Confectionery,"Chin Mee Chin Confectionery, located at 204 East Coast Road, is a landmark coffeeshop in Katong.",clampToGround,36209.29,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_618_2004-12-15.html"">http://infopedia.nl.sg/articles/SIP_618_2004-12-15.html</a>",,4/17/2013 12:25:55 PM,,,32167.95,A1B3F3B1B0ECB194,Point,32167.9499,,,36209.29,Chin Mee Chin Confectionery,,,food
103.854422,1.286806916,Merlion Statue,"The Merlion Statue, 8.6 m high and weighing 40 tons, is one of Singapore's national icon.",clampToGround,30348.6299,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_938_2004-12-27.html"">http://infopedia.nl.sg/articles/SIP_938_2004-12-27.html</a>",,4/17/2013 12:25:55 PM,,,29914.1,8DC95B74B0825E54,Point,29914.0999,,,30348.63,Merlion Statue,,,public sculpture
103.7450394,1.384959287,Choa Chu Kang Public Library,"Choa Chu Kang Public Library, located at Lot 1, Shoppers' Mall, was the second library to be opened in a shopping mall.",clampToGround,18175.65,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_673_2005-01-24.html"">http://infopedia.nl.sg/articles/SIP_673_2005-01-24.html</a>",,4/17/2013 12:25:55 PM,,,40767.46,94D7ED65903939F2,Point,40767.46,,,18175.65,Choa Chu Kang Public Library,,,library
103.9012789,1.306621978,Marshall Road,"Marshall Road, in Katong, runs parallel to Ceylon Road and connects Pennefather Road to East Coast Road.",clampToGround,35563.36,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_313_2005-01-25.html"">http://infopedia.nl.sg/articles/SIP_313_2005-01-25.html</a>",,4/17/2013 12:25:55 PM,,,32105.24,C24928F600A290A0,Point,32105.24,,,35563.36,Marshall Road,,,district
103.8443219,1.287839945,Masjid Omar Kampong Melaka,Masjid Omar Kampong Melaka is Singapore's first and oldest mosque.,clampToGround,29224.58,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_688_2004-12-27.html"">http://infopedia.nl.sg/articles/SIP_688_2004-12-27.html</a>",,4/17/2013 12:25:55 PM,,,30028.32,FB8F0D7B48B72742,Point,30028.32,,,29224.58,Masjid Omar Kampong Melaka,,,kampong
103.8488069,1.292519919,Singapore Freemasonry,"Freemasonry, fraternal society, first set up in Singapore, on 8 December 1845.",clampToGround,29723.7199,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_962_2004-12-27.html"">http://infopedia.nl.sg/articles/SIP_962_2004-12-27.html</a>",,4/17/2013 12:25:55 PM,,,30545.81,FB21AB4030D4FBFC,Point,30545.81,,,29723.72,Singapore Freemasonry,,,building
103.8447049,1.280345924,Maxwell Road Food Centre,The Maxwell Road Food Centre began in the 1950s as a wet market for the Chinatown area.,clampToGround,29267.21,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_926_2005-01-24.html"">http://infopedia.nl.sg/articles/SIP_926_2005-01-24.html</a>",,4/17/2013 12:25:55 PM,,,29199.67,12C11AC5683FA32D,Point,29199.6699,,,29267.21,Maxwell Road Food Centre,,,food
103.8528779,1.287302972,Anderson Bridge,"Anderson Bridge, crosses the mouth of the Singapore River, connects Empress Place with Collyer Quay.",clampToGround,30176.79,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_923_2004-12-24.html"">http://infopedia.nl.sg/articles/SIP_923_2004-12-24.html</a>",,4/17/2013 12:25:55 PM,,,29968.95,9E3062C88FCBF1D7,Point,29968.9499,,,30176.79,Anderson Bridge,,,bridge
103.7771135,1.438823168,Marsiling Road,"Marsiling Road, a two-way street, connects Woodlands Centre Road and Riverside Road.",clampToGround,21745.24,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_342_2005-01-06.html"">http://infopedia.nl.sg/articles/SIP_342_2005-01-06.html</a>",,4/17/2013 2:36:47 PM,,,46723.35,0E08B3D6ADF30381,Point,46723.3499,,,21745.24,Marsiling Road,,,district
104.4056402,1.312138582,Horsburgh Lighthouse,"Horsburgh Lighthouse, is located on Pedra Branca island, 54 km off the mainland of Singapore.",clampToGround,91695.0199,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_107_2005-01-20.html"">http://infopedia.nl.sg/articles/SIP_107_2005-01-20.html</a>",,4/17/2013 2:36:48 PM,,,32722.42,8AF5B087EF43F2A3,Point,32722.4199,,,91695.02,Horsburgh Lighthouse,,,lighthouse
103.8474699,1.297204989,Wesley Methodist Church,"Methodism in Singapore began in early 1885, after the arrival of the Reverend William Fitzjones Oldham (b.1854 - d.1937) who became the first resident Methodist missionary.",clampToGround,29574.9199,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_59_2005-01-04.html"">http://infopedia.nl.sg/articles/SIP_59_2005-01-04.html</a>",,4/17/2013 12:25:55 PM,,,31063.86,75B1F067AB335259,Point,31063.8599,,,29574.92,Wesley Methodist Church,,,church
103.852495,1.285874983,Whiteaway Laidlaw,Whiteaway Laidlaw was a premier department store in the early 20th century.,clampToGround,30134.1699,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_1122_2006-06-15.html"">http://infopedia.nl.sg/articles/SIP_1122_2006-06-15.html</a>",,4/17/2013 12:25:55 PM,,,29811.05,FEF16A9277E95500,Point,29811.05,,,30134.17,Whiteaway Laidlaw,,,historic building
103.770027,1.440570935,Woodlands,"Woodlands derives its name, possibly from the rubber trees that once dominated the landscape in the past.",clampToGround,20956.62,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_362_2004-12-16.html"">http://infopedia.nl.sg/articles/SIP_362_2004-12-16.html</a>",,4/17/2013 12:25:55 PM,,,46916.63,33173479D1347B1F,Point,46916.63,,,20956.62,Woodlands,,,district
103.7866099,1.436992952,Woodlands MRT station,Woodlands MRT station was constructed as a part of the Woodlands MRT line built in the early 1990s connecting Choa Chu Kang to Yishun.,clampToGround,22802.04,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_366_2005-01-10.html"">http://infopedia.nl.sg/articles/SIP_366_2005-01-10.html</a>",,4/17/2013 12:25:55 PM,,,46520.95,D08E659B0F1B717E,Point,46520.9499,,,22802.04,Woodlands MRT station,,,station
103.856069,1.303191911,The Church of our Lady of Lourdes,"The Church of our Lady of Lourdes is located at 50 Ophir Road, near Serangoon Road.",clampToGround,30531.91,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_607_2004-12-17.html"">http://infopedia.nl.sg/articles/SIP_607_2004-12-17.html</a>",,4/17/2013 12:25:55 PM,,,31725.87,E671743DFD3D380C,Point,31725.8699,,,30531.91,The Church of our Lady of Lourdes,,,church
103.6324539,1.351164992,Tuas Causeway,"The Tuas Causeway, a 1.9 km-long bridge linking Tuas and Tanjung Kupang in Johor, was officially opened on 18 April 1998.",clampToGround,5645.98,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_844_2005-01-07.html"">http://infopedia.nl.sg/articles/SIP_844_2005-01-07.html</a>",,4/17/2013 12:25:55 PM,,,37031.4,7BA3D245F89D8F9A,Point,37031.4,,,5645.98,Tuas Causeway,,,bridge
103.895047,1.392151995,Sengkang Public Library,"The Sengkang Public Library is located at 1, Sengkang Square, Compass Point, #04-26/27, Singapore 545078.",clampToGround,34869.5599,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_671_2005-01-24.html"">http://infopedia.nl.sg/articles/SIP_671_2005-01-24.html</a>",,4/17/2013 12:25:55 PM,,,41562.7,A845082C44CF853D,Point,41562.6999,,,34869.56,Sengkang Public Library,,,library
103.8458279,1.280872982,Ann Siang Road,"Ann Siang Road, in Chinatown, begins from a road known as Ann Siang Hill and ends near the Ann Siang Building and the historical site of Anglo-Chinese School.",clampToGround,29392.19,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_329_2005-01-20.html"">http://infopedia.nl.sg/articles/SIP_329_2005-01-20.html</a>",,4/17/2013 12:25:55 PM,,,29257.95,C9C2BA2B53DF62FB,Point,29257.9499,,,29392.19,Ann Siang Road,,,district
103.9041009,1.307636958,Joo Chiat Branch Library (Part-Time),Joo Chiat Branch Library (Part-time) (April 1954 - June 1974) was the third branch library of the Raffles Library.,clampToGround,35877.4199,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_901_2004-12-16.html"">http://infopedia.nl.sg/articles/SIP_901_2004-12-16.html</a>",,4/17/2013 12:25:55 PM,,,32217.48,3042A8D7B590484C,Point,32217.48,,,35877.42,Joo Chiat Branch Library (Part-Time),,,library
103.847868,1.28384797,China Street,China Street connects Cross Street to the junction of Pickering Street and Church Street.,clampToGround,29619.23,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_316_2005-01-11.html"">http://infopedia.nl.sg/articles/SIP_316_2005-01-11.html</a>",,4/17/2013 12:25:55 PM,,,29586.91,8BE4AB7384FED04D,Point,29586.91,,,29619.23,China Street,,,shopping
103.8554319,1.308892941,Desker Road,"Andre Filipe Desker (1826 - 1898), of Dutch-Eurasian ancestry, was a charitable donor to major Catholic schools and churches.",clampToGround,30461.0099,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_737_2005-01-24.html"">http://infopedia.nl.sg/articles/SIP_737_2005-01-24.html</a>",,4/17/2013 12:25:55 PM,,,32356.26,22D95AA4AE1127AE,Point,32356.2599,,,30461.01,Desker Road,,,district
103.852854,1.304120992,Sungei Road,Sungei Road begins at the junction of Selegie Road and Serangoon Road and runs along the Rochor Canal.,clampToGround,30174.11,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_588_2004-12-23.html"">http://infopedia.nl.sg/articles/SIP_588_2004-12-23.html</a>",,4/17/2013 12:25:55 PM,,,31828.6,0D25C075B87471B2,Point,31828.5999,,,30174.11,Sungei Road,,,district
103.843471,1.284858981,Great Southern Hotel,"a.k.a. Southern Hotel / Nam Tin Hotel, was a boutique hotel which started its services in 1936.",clampToGround,29129.8799,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_479_2004-12-15.html"">http://infopedia.nl.sg/articles/SIP_479_2004-12-15.html</a>",,4/17/2013 12:25:55 PM,,,29698.7,1E03B2DAC50255AD,Point,29698.6999,,,29129.88,Great Southern Hotel,,,hotel
103.8325859,1.276918948,Gurdwara Sahib Silat Road (Silat Road Sikh Temple),"Takes its name from its location which is in Silat Road, now renamed Jalan Bukit Merah.",clampToGround,27918.46,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_402_2004-12-14.html"">http://infopedia.nl.sg/articles/SIP_402_2004-12-14.html</a>",,4/17/2013 12:25:55 PM,,,28820.73,FDC0D6678A130D79,Point,28820.73,,,27918.46,Gurdwara Sahib Silat Road (Silat Road Sikh Temple),,,temple
103.8524509,1.287192914,Dalhousie Obelisk,"Dalhousie Obelisk, landmark, located at Empress Place in the Central Region.",clampToGround,30129.2699,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_481_2005-01-20.html"">http://infopedia.nl.sg/articles/SIP_481_2005-01-20.html</a>",,4/17/2013 12:25:55 PM,,,29956.78,B3A7E79589AEB624,Point,29956.7799,,,30129.27,Dalhousie Obelisk,,,historic landmark
103.850334,1.301774998,David Elias building,"David Elias building, built in 1928, is situated at the junction of Short Street and Middle Road.",clampToGround,29893.66,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_274_2005-01-05.html"">http://infopedia.nl.sg/articles/SIP_274_2005-01-05.html</a>",,4/17/2013 12:25:55 PM,,,31569.19,880A78E9FAD2A97F,Point,31569.1899,,,29893.66,David Elias building,,,historic building
103.8334969,1.29226991,Kim Seng Road,"Kim Seng Road, street, the east boundary of the Bukit Merah area, is located within the Central Region.",clampToGround,28019.8499,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_217_2004-12-27.html"">http://infopedia.nl.sg/articles/SIP_217_2004-12-27.html</a>",,4/17/2013 12:25:55 PM,,,30518.16,4EAF47F381EFA46A,Point,30518.16,,,28019.85,Kim Seng Road,,,district
103.7931843,1.413675961,Mandai Road,The name first appeared on the 1828 Franklin &amp; Jackson's Plan of Singapore when a river called Mandai River was marked on it.,clampToGround,23533.62,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_341_2005-01-18.html"">http://infopedia.nl.sg/articles/SIP_341_2005-01-18.html</a>",,4/17/2013 3:53:48 PM,,,43942.66,52EEF0FFE241305D,Point,43942.66,,,23533.62,Mandai Road,,,district
103.853337,1.29616095,Odeon Cinema,Odeon was Cathay Organisation's flagship cinema and its most successful box-office earner in Singapore.,clampToGround,30227.87,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_1143_2006-06-21.html"">http://infopedia.nl.sg/articles/SIP_1143_2006-06-21.html</a>",,4/22/2013 3:41:48 PM,,,30948.42,4CAB1C37F7D9474F,Point,30948.4199,,,30227.87,Odeon Cinema,,,theatre
103.7688411,1.352782075,Old (Former) Ford Factory,"The former Ford Factory, located at Upper Bukit Timah Road, was the first motorcar assembly plant in Southeast Asia.",clampToGround,20824.3899,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_823_2004-12-13.html"">http://infopedia.nl.sg/articles/SIP_823_2004-12-13.html</a>",,4/22/2013 3:41:48 PM,,,37209.38,4DA5EE1C4F6CAB63,Point,37209.38,,,20824.39,Old (Former) Ford Factory,,,historic landmark
103.8509693,1.302808863,Short Street,Short Street connects Selegie Road to Rochor Canal Road.,clampToGround,29964.36,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_271_2005-01-25.html"">http://infopedia.nl.sg/articles/SIP_271_2005-01-25.html</a>",,4/22/2013 3:41:48 PM,,,31683.51,A02869CD6EFC5CE8,Point,31683.5099,,,29964.36,Short Street,,,shopping
103.8343281,1.279120173,Singapore General Hospital (SGH),"Singapore General Hospital (SGH), established in 1821, is Singapore's first general hospital and oldest medical institution.",clampToGround,28112.3499,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_383_2005-01-03.html"">http://infopedia.nl.sg/articles/SIP_383_2005-01-03.html</a>",,4/22/2013 3:41:48 PM,,,29064.13,C54B2B5C4049EA39,Point,29064.13,,,28112.35,Singapore General Hospital (SGH),,,hospital
103.90452,1.303304952,Roxy Cinema,"Roxy cinema, a.k.a Roxy theatre, now demolished, used to be located at the junction of East Coast Road and Brooke Road.",clampToGround,35924.07,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_612_2005-01-24.html"">http://infopedia.nl.sg/articles/SIP_612_2005-01-24.html</a>",,4/17/2013 12:25:55 PM,,,31738.47,35FBEEBCBFDC7D19,Point,31738.47,,,35924.07,Roxy Cinema,,,theatre
103.8551229,1.289008948,Satay Club,"An extinct open-air food centre filled with hawkers selling satay, a popular local steak.",clampToGround,30426.6399,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_1027_2006-08-12.html"">http://infopedia.nl.sg/articles/SIP_1027_2006-08-12.html</a>",,4/17/2013 12:25:55 PM,,,30157.59,EF5B8A1A8CB19665,Point,30157.5899,,,30426.64,Satay Club,,,food
103.842871,1.289284945,Tan Si Chong Su temple (Tan clan temple),"Tan Si Chong Su, was built in 1876 as the ancestral temple and assembly hall of the Tan community in Singapore.",clampToGround,29063.0999,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_289_2005-01-24.html"">http://infopedia.nl.sg/articles/SIP_289_2005-01-24.html</a>",,4/17/2013 12:25:55 PM,,,30188.1,FC36764A3C8AA15B,Point,30188.0999,,,29063.1,Tan Si Chong Su temple (Tan clan temple),,,temple
103.8446389,1.283182917,Pagoda Street,"Pagoda Street, in Chinatown, links New Bridge Road and South Bridge Road.",clampToGround,29259.86,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_321_2005-01-11.html"">http://infopedia.nl.sg/articles/SIP_321_2005-01-11.html</a>",,4/17/2013 12:25:55 PM,,,29513.37,C370C8CF4E71E88D,Point,29513.3699,,,29259.86,Pagoda Street,,,shopping
